2026-09-14 19:29:51.532 1714409 DEBUG nova.cmd.compute [-] ******************************************************************************** [00;33m{{(pid=1714409) log_opt_values /opt/stack/data/venv/lib/python3.12/site-packages/oslo_config/cfg.py:3533}}[00m
2026-09-14 19:29:51.539 1714409 DEBUG nova.cmd.compute [-] shell_completion               = None [00;33m{{(pid=1714409) log_opt_values /opt/stack/data/venv/lib/python3.12/site-packages/oslo_config/cfg.py:3549}}[00m
2026-09-14 19:29:51.539 1714409 DEBUG nova.cmd.compute [-] shelved_offload_time           = 0 [00;33m{{(pid=1714409) log_opt_values /opt/stack/data/venv/lib/python3.12/site-packages/oslo_config/cfg.py:3549}}[00m
2026-09-14 19:29:51.539 1714409 DEBUG nova.cmd.compute [-] shelved_poll_interval          = 3600 [00;33m{{(pid=1714409) log_opt_values /opt/stack/data/venv/lib/python3.12/site-packages/oslo_config/cfg.py:3549}}[00m
2026-09-14 19:29:51.539 1714409 DEBUG nova.cmd.compute [-] shutdown_timeout               = 0 [00;33m{{(pid=1714409) log_opt_values /opt/stack/data/venv/lib/python3.12/site-packages/oslo_config/cfg.py:3549}}[00m
2026-09-14 19:29:51.539 1714409 DEBUG nova.cmd.compute [-] source_is_ipv6                 = False [00;33m{{(pid=1714409) log_opt_values /opt/stack/data/venv/lib/python3.12/site-packages/oslo_config/cfg.py:3549}}[00m
2026-09-14 19:29:51.539 1714409 DEBUG nova.cmd.compute [-] ssl_only                       = False [00;33m{{(pid=1714409) log_opt_values /opt/stack/data/venv/lib/python3.12/site-packages/oslo_config/cfg.py:3549}}[00m
2026-09-14 19:29:51.539 1714409 DEBUG nova.cmd.compute [-] stale_share_access_reconcile_interval = 1800 [00;33m{{(pid=1714409) log_opt_values /opt/stack/data/venv/lib/python3.12/site-packages/oslo_config/cfg.py:3549}}[00m
2026-09-14 19:29:51.539 1714409 DEBUG nova.cmd.compute [-] state_path                     = /opt/stack/data/nova [00;33m{{(pid=1714409) log_opt_values /opt/stack/data/venv/lib/python3.12/site-packages/oslo_config/cfg.py:3549}}[00m
2026-09-14 19:29:51.539 1714409 DEBUG nova.cmd.compute [-] sync_power_state_interval      = 600 [00;33m{{(pid=1714409) log_opt_values /opt/stack/data/venv/lib/python3.12/site-packages/oslo_config/cfg.py:3549}}[00m
2026-09-14 19:29:51.540 1714409 DEBUG nova.cmd.compute [-] sync_power_state_pool_size     = 5 [00;33m{{(pid=1714409) log_opt_values /opt/stack/data/venv/lib/python3.12/site-packages/oslo_config/cfg.py:3549}}[00m
2026-09-14 19:29:51.540 1714409 DEBUG nova.cmd.compute [-] syslog_log_facility            = LOG_USER [00;33m{{(pid=1714409) log_opt_values /opt/stack/data/venv/lib/python3.12/site-packages/oslo_config/cfg.py:3549}}[00m
2026-09-14 19:29:51.540 1714409 DEBUG nova.cmd.compute [-] tempdir                        = None [00;33m{{(pid=1714409) log_opt_values /opt/stack/data/venv/lib/python3.12/site-packages/oslo_config/cfg.py:3549}}[00m
2026-09-14 19:29:51.540 1714409 DEBUG nova.cmd.compute [-] thread_pool_statistic_period   = -1 [00;33m{{(pid=1714409) log_opt_values /opt/stack/data/venv/lib/python3.12/site-packages/oslo_config/cfg.py:3549}}[00m
2026-09-14 19:29:51.540 1714409 DEBUG nova.cmd.compute [-] timeout_nbd                    = 10 [00;33m{{(pid=1714409) log_opt_values /opt/stack/data/venv/lib/python3.12/site-packages/oslo_config/cfg.py:3549}}[00m
2026-09-14 19:29:51.540 1714409 DEBUG nova.cmd.compute [-] transport_url                  = **** [00;33m{{(pid=1714409) log_opt_values /opt/stack/data/venv/lib/python3.12/site-packages/oslo_config/cfg.py:3549}}[00m
2026-09-14 19:29:51.540 1714409 DEBUG nova.cmd.compute [-] update_resources_interval      = 0 [00;33m{{(pid=1714409) log_opt_values /opt/stack/data/venv/lib/python3.12/site-packages/oslo_config/cfg.py:3549}}[00m
2026-09-14 19:29:51.540 1714409 DEBUG nova.cmd.compute [-] use_cow_images                 = True [00;33m{{(pid=1714409) log_opt_values /opt/stack/data/venv/lib/python3.12/site-packages/oslo_config/cfg.py:3549}}[00m
2026-09-14 19:29:51.540 1714409 DEBUG nova.cmd.compute [-] use_journal                    = False [00;33m{{(pid=1714409) log_opt_values /opt/stack/data/venv/lib/python3.12/site-packages/oslo_config/cfg.py:3549}}[00m
2026-09-14 19:29:51.540 1714409 DEBUG nova.cmd.compute [-] use_json                       = False [00;33m{{(pid=1714409) log_opt_values /opt/stack/data/venv/lib/python3.12/site-packages/oslo_config/cfg.py:3549}}[00m
2026-09-14 19:29:51.540 1714409 DEBUG nova.cmd.compute [-] use_rootwrap_daemon            = False [00;33m{{(pid=1714409) log_opt_values /opt/stack/data/venv/lib/python3.12/site-packages/oslo_config/cfg.py:3549}}[00m
2026-09-14 19:29:51.540 1714409 DEBUG nova.cmd.compute [-] use_stderr                     = False [00;33m{{(pid=1714409) log_opt_values /opt/stack/data/venv/lib/python3.12/site-packages/oslo_config/cfg.py:3549}}[00m
2026-09-14 19:29:51.540 1714409 DEBUG nova.cmd.compute [-] use_syslog                     = False [00;33m{{(pid=1714409) log_opt_values /opt/stack/data/venv/lib/python3.12/site-packages/oslo_config/cfg.py:3549}}[00m
2026-09-14 19:29:51.540 1714409 DEBUG nova.cmd.compute [-] vcpu_pin_set                   = None [00;33m{{(pid=1714409) log_opt_values /opt/stack/data/venv/lib/python3.12/site-packages/oslo_config/cfg.py:3549}}[00m
2026-09-14 19:29:51.540 1714409 DEBUG nova.cmd.compute [-] vif_plugging_is_fatal          = True [00;33m{{(pid=1714409) log_opt_values /opt/stack/data/venv/lib/python3.12/site-packages/oslo_config/cfg.py:3549}}[00m
2026-09-14 19:29:51.540 1714409 DEBUG nova.cmd.compute [-] vif_plugging_timeout           = 300 [00;33m{{(pid=1714409) log_opt_values /opt/stack/data/venv/lib/python3.12/site-packages/oslo_config/cfg.py:3549}}[00m
2026-09-14 19:29:51.540 1714409 DEBUG nova.cmd.compute [-] virt_mkfs                      = [] [00;33m{{(pid=1714409) log_opt_values /opt/stack/data/venv/lib/python3.12/site-packages/oslo_config/cfg.py:3549}}[00m
2026-09-14 19:29:51.540 1714409 DEBUG nova.cmd.compute [-] volume_usage_poll_interval     = 0 [00;33m{{(pid=1714409) log_opt_values /opt/stack/data/venv/lib/python3.12/site-packages/oslo_config/cfg.py:3549}}[00m
2026-09-14 19:29:51.541 1714409 DEBUG nova.cmd.compute [-] web                            = /usr/share/spice-html5 [00;33m{{(pid=1714409) log_opt_values /opt/stack/data/venv/lib/python3.12/site-packages/oslo_config/cfg.py:3549}}[00m
2026-09-14 19:29:51.541 1714409 DEBUG nova.cmd.compute [-] oslo_concurrency.disable_process_locking = False [00;33m{{(pid=1714409) log_opt_values /opt/stack/data/venv/lib/python3.12/site-packages/oslo_config/cfg.py:3560}}[00m
2026-09-14 19:29:51.541 1714409 DEBUG nova.cmd.compute [-] oslo_concurrency.lock_path     = /opt/stack/data/nova [00;33m{{(pid=1714409) log_opt_values /opt/stack/data/venv/lib/python3.12/site-packages/oslo_config/cfg.py:3560}}[00m
2026-09-14 19:29:51.541 1714409 DEBUG nova.cmd.compute [-] os_brick.lock_path             = /opt/stack/data/os_brick [00;33m{{(pid=1714409) log_opt_values /opt/stack/data/venv/lib/python3.12/site-packages/oslo_config/cfg.py:3560}}[00m
2026-09-14 19:29:51.541 1714409 DEBUG nova.cmd.compute [-] os_brick.wait_mpath_device_attempts = 4 [00;33m{{(pid=1714409) log_opt_values /opt/stack/data/venv/lib/python3.12/site-packages/oslo_config/cfg.py:3560}}[00m
2026-09-14 19:29:51.541 1714409 DEBUG nova.cmd.compute [-] os_brick.wait_mpath_device_interval = 1 [00;33m{{(pid=1714409) log_opt_values /opt/stack/data/venv/lib/python3.12/site-packages/oslo_config/cfg.py:3560}}[00m
2026-09-14 19:29:51.541 1714409 DEBUG nova.cmd.compute [-] oslo_messaging_metrics.metrics_buffer_size = 1000 [00;33m{{(pid=1714409) log_opt_values /opt/stack/data/venv/lib/python3.12/site-packages/oslo_config/cfg.py:3560}}[00m
2026-09-14 19:29:51.541 1714409 DEBUG nova.cmd.compute [-] oslo_messaging_metrics.metrics_enabled = False [00;33m{{(pid=1714409) log_opt_values /opt/stack/data/venv/lib/python3.12/site-packages/oslo_config/cfg.py:3560}}[00m
2026-09-14 19:29:51.541 1714409 DEBUG nova.cmd.compute [-] oslo_messaging_metrics.metrics_process_name =  [00;33m{{(pid=1714409) log_opt_values /opt/stack/data/venv/lib/python3.12/site-packages/oslo_config/cfg.py:3560}}[00m
2026-09-14 19:29:51.541 1714409 DEBUG nova.cmd.compute [-] oslo_messaging_metrics.metrics_socket_file = /var/tmp/metrics_collector.sock [00;33m{{(pid=1714409) log_opt_values /opt/stack/data/venv/lib/python3.12/site-packages/oslo_config/cfg.py:3560}}[00m
2026-09-14 19:29:51.541 1714409 DEBUG nova.cmd.compute [-] oslo_messaging_metrics.metrics_thread_stop_timeout = 10 [00;33m{{(pid=1714409) log_opt_values /opt/stack/data/venv/lib/python3.12/site-packages/oslo_config/cfg.py:3560}}[00m
2026-09-14 19:29:51.541 1714409 DEBUG nova.cmd.compute [-] oslo_messaging_tracing.insecure = False [00;33m{{(pid=1714409) log_opt_values /opt/stack/data/venv/lib/python3.12/site-packages/oslo_config/cfg.py:3560}}[00m
2026-09-14 19:29:51.541 1714409 DEBUG nova.cmd.compute [-] oslo_messaging_tracing.otel_exporter_otlp_endpoint = http://localhost:4318 [00;33m{{(pid=1714409) log_opt_values /opt/stack/data/venv/lib/python3.12/site-packages/oslo_config/cfg.py:3560}}[00m
2026-09-14 19:29:51.541 1714409 DEBUG nova.cmd.compute [-] oslo_messaging_tracing.otlp_protocol = http/protobuf [00;33m{{(pid=1714409) log_opt_values /opt/stack/data/venv/lib/python3.12/site-packages/oslo_config/cfg.py:3560}}[00m
2026-09-14 19:29:51.541 1714409 DEBUG nova.cmd.compute [-] oslo_messaging_tracing.tracing_enabled = False [00;33m{{(pid=1714409) log_opt_values /opt/stack/data/venv/lib/python3.12/site-packages/oslo_config/cfg.py:3560}}[00m
2026-09-14 19:29:51.541 1714409 DEBUG nova.cmd.compute [-] oslo_messaging_tracing.tracing_service_name = openstack [00;33m{{(pid=1714409) log_opt_values /opt/stack/data/venv/lib/python3.12/site-packages/oslo_config/cfg.py:3560}}[00m
2026-09-14 19:29:51.541 1714409 DEBUG nova.cmd.compute [-] api.compute_link_prefix        = None [00;33m{{(pid=1714409) log_opt_values /opt/stack/data/venv/lib/python3.12/site-packages/oslo_config/cfg.py:3560}}[00m
2026-09-14 19:29:51.541 1714409 DEBUG nova.cmd.compute [-] api.config_drive_skip_versions = 1.0 2007-01-19 2007-03-01 2007-08-29 2007-10-10 2007-12-15 2008-02-01 2008-09-01 [00;33m{{(pid=1714409) log_opt_values /opt/stack/data/venv/lib/python3.12/site-packages/oslo_config/cfg.py:3560}}[00m
2026-09-14 19:29:51.542 1714409 DEBUG nova.cmd.compute [-] api.dhcp_domain                = novalocal [00;33m{{(pid=1714409) log_opt_values /opt/stack/data/venv/lib/python3.12/site-packages/oslo_config/cfg.py:3560}}[00m
2026-09-14 19:29:51.542 1714409 DEBUG nova.cmd.compute [-] api.enable_instance_password   = True [00;33m{{(pid=1714409) log_opt_values /opt/stack/data/venv/lib/python3.12/site-packages/oslo_config/cfg.py:3560}}[00m
2026-09-14 19:29:51.542 1714409 DEBUG nova.cmd.compute [-] api.glance_link_prefix         = None [00;33m{{(pid=1714409) log_opt_values /opt/stack/data/venv/lib/python3.12/site-packages/oslo_config/cfg.py:3560}}[00m
2026-09-14 19:29:51.542 1714409 DEBUG nova.cmd.compute [-] api.instance_list_cells_batch_fixed_size = 100 [00;33m{{(pid=1714409) log_opt_values /opt/stack/data/venv/lib/python3.12/site-packages/oslo_config/cfg.py:3560}}[00m
2026-09-14 19:29:51.542 1714409 DEBUG nova.cmd.compute [-] api.instance_list_cells_batch_strategy = distributed [00;33m{{(pid=1714409) log_opt_values /opt/stack/data/venv/lib/python3.12/site-packages/oslo_config/cfg.py:3560}}[00m
2026-09-14 19:29:51.542 1714409 DEBUG nova.cmd.compute [-] api.instance_list_per_project_cells = False [00;33m{{(pid=1714409) log_opt_values /opt/stack/data/venv/lib/python3.12/site-packages/oslo_config/cfg.py:3560}}[00m
2026-09-14 19:29:51.542 1714409 DEBUG nova.cmd.compute [-] api.list_records_by_skipping_down_cells = True [00;33m{{(pid=1714409) log_opt_values /opt/stack/data/venv/lib/python3.12/site-packages/oslo_config/cfg.py:3560}}[00m
2026-09-14 19:29:51.542 1714409 DEBUG nova.cmd.compute [-] api.local_metadata_per_cell    = False [00;33m{{(pid=1714409) log_opt_values /opt/stack/data/venv/lib/python3.12/site-packages/oslo_config/cfg.py:3560}}[00m
2026-09-14 19:29:51.542 1714409 DEBUG nova.cmd.compute [-] api.max_limit                  = 1000 [00;33m{{(pid=1714409) log_opt_values /opt/stack/data/venv/lib/python3.12/site-packages/oslo_config/cfg.py:3560}}[00m
2026-09-14 19:29:51.542 1714409 DEBUG nova.cmd.compute [-] api.metadata_cache_expiration  = 15 [00;33m{{(pid=1714409) log_opt_values /opt/stack/data/venv/lib/python3.12/site-packages/oslo_config/cfg.py:3560}}[00m
2026-09-14 19:29:51.542 1714409 DEBUG nova.cmd.compute [-] api.neutron_default_project_id = default [00;33m{{(pid=1714409) log_opt_values /opt/stack/data/venv/lib/python3.12/site-packages/oslo_config/cfg.py:3560}}[00m
2026-09-14 19:29:51.542 1714409 DEBUG nova.cmd.compute [-] api.response_validation        = error [00;33m{{(pid=1714409) log_opt_values /opt/stack/data/venv/lib/python3.12/site-packages/oslo_config/cfg.py:3560}}[00m
2026-09-14 19:29:51.542 1714409 DEBUG nova.cmd.compute [-] api.use_neutron_default_nets   = False [00;33m{{(pid=1714409) log_opt_values /opt/stack/data/venv/lib/python3.12/site-packages/oslo_config/cfg.py:3560}}[00m
2026-09-14 19:29:51.542 1714409 DEBUG nova.cmd.compute [-] api.vendordata_dynamic_connect_timeout = 5 [00;33m{{(pid=1714409) log_opt_values /opt/stack/data/venv/lib/python3.12/site-packages/oslo_config/cfg.py:3560}}[00m
2026-09-14 19:29:51.542 1714409 DEBUG nova.cmd.compute [-] api.vendordata_dynamic_failure_fatal = False [00;33m{{(pid=1714409) log_opt_values /opt/stack/data/venv/lib/python3.12/site-packages/oslo_config/cfg.py:3560}}[00m
2026-09-14 19:29:51.542 1714409 DEBUG nova.cmd.compute [-] api.vendordata_dynamic_read_timeout = 5 [00;33m{{(pid=1714409) log_opt_values /opt/stack/data/venv/lib/python3.12/site-packages/oslo_config/cfg.py:3560}}[00m
2026-09-14 19:29:51.542 1714409 DEBUG nova.cmd.compute [-] api.vendordata_dynamic_ssl_certfile =  [00;33m{{(pid=1714409) log_opt_values /opt/stack/data/venv/lib/python3.12/site-packages/oslo_config/cfg.py:3560}}[00m
2026-09-14 19:29:51.542 1714409 DEBUG nova.cmd.compute [-] api.vendordata_dynamic_targets = [] [00;33m{{(pid=1714409) log_opt_values /opt/stack/data/venv/lib/python3.12/site-packages/oslo_config/cfg.py:3560}}[00m
2026-09-14 19:29:51.543 1714409 DEBUG nova.cmd.compute [-] api.vendordata_jsonfile_path   = None [00;33m{{(pid=1714409) log_opt_values /opt/stack/data/venv/lib/python3.12/site-packages/oslo_config/cfg.py:3560}}[00m
2026-09-14 19:29:51.543 1714409 DEBUG nova.cmd.compute [-] api.vendordata_providers       = ['StaticJSON'] [00;33m{{(pid=1714409) log_opt_values /opt/stack/data/venv/lib/python3.12/site-packages/oslo_config/cfg.py:3560}}[00m
2026-09-14 19:29:51.543 1714409 DEBUG nova.cmd.compute [-] cache.backend                  = dogpile.cache.memcached [00;33m{{(pid=1714409) log_opt_values /opt/stack/data/venv/lib/python3.12/site-packages/oslo_config/cfg.py:3560}}[00m
2026-09-14 19:29:51.543 1714409 DEBUG nova.cmd.compute [-] cache.backend_argument         = **** [00;33m{{(pid=1714409) log_opt_values /opt/stack/data/venv/lib/python3.12/site-packages/oslo_config/cfg.py:3560}}[00m
2026-09-14 19:29:51.543 1714409 DEBUG nova.cmd.compute [-] cache.backend_expiration_time  = None [00;33m{{(pid=1714409) log_opt_values /opt/stack/data/venv/lib/python3.12/site-packages/oslo_config/cfg.py:3560}}[00m
2026-09-14 19:29:51.543 1714409 DEBUG nova.cmd.compute [-] cache.config_prefix            = cache.oslo [00;33m{{(pid=1714409) log_opt_values /opt/stack/data/venv/lib/python3.12/site-packages/oslo_config/cfg.py:3560}}[00m
2026-09-14 19:29:51.543 1714409 DEBUG nova.cmd.compute [-] cache.debug_cache_backend      = False [00;33m{{(pid=1714409) log_opt_values /opt/stack/data/venv/lib/python3.12/site-packages/oslo_config/cfg.py:3560}}[00m
2026-09-14 19:29:51.543 1714409 DEBUG nova.cmd.compute [-] cache.enable_retry_client      = False [00;33m{{(pid=1714409) log_opt_values /opt/stack/data/venv/lib/python3.12/site-packages/oslo_config/cfg.py:3560}}[00m
2026-09-14 19:29:51.543 1714409 DEBUG nova.cmd.compute [-] cache.enable_socket_keepalive  = False [00;33m{{(pid=1714409) log_opt_values /opt/stack/data/venv/lib/python3.12/site-packages/oslo_config/cfg.py:3560}}[00m
2026-09-14 19:29:51.543 1714409 DEBUG nova.cmd.compute [-] cache.enabled                  = True [00;33m{{(pid=1714409) log_opt_values /opt/stack/data/venv/lib/python3.12/site-packages/oslo_config/cfg.py:3560}}[00m
2026-09-14 19:29:51.543 1714409 DEBUG nova.cmd.compute [-] cache.expiration_time          = 600 [00;33m{{(pid=1714409) log_opt_values /opt/stack/data/venv/lib/python3.12/site-packages/oslo_config/cfg.py:3560}}[00m
2026-09-14 19:29:51.543 1714409 DEBUG nova.cmd.compute [-] cache.hashclient_dead_timeout  = 60.0 [00;33m{{(pid=1714409) log_opt_values /opt/stack/data/venv/lib/python3.12/site-packages/oslo_config/cfg.py:3560}}[00m
2026-09-14 19:29:51.543 1714409 DEBUG nova.cmd.compute [-] cache.hashclient_retry_attempts = 2 [00;33m{{(pid=1714409) log_opt_values /opt/stack/data/venv/lib/python3.12/site-packages/oslo_config/cfg.py:3560}}[00m
2026-09-14 19:29:51.543 1714409 DEBUG nova.cmd.compute [-] cache.hashclient_retry_timeout = 1.0 [00;33m{{(pid=1714409) log_opt_values /opt/stack/data/venv/lib/python3.12/site-packages/oslo_config/cfg.py:3560}}[00m
2026-09-14 19:29:51.543 1714409 DEBUG nova.cmd.compute [-] cache.memcache_dead_retry      = 300 [00;33m{{(pid=1714409) log_opt_values /opt/stack/data/venv/lib/python3.12/site-packages/oslo_config/cfg.py:3560}}[00m
2026-09-14 19:29:51.543 1714409 DEBUG nova.cmd.compute [-] cache.memcache_pool_connection_get_timeout = 10 [00;33m{{(pid=1714409) log_opt_values /opt/stack/data/venv/lib/python3.12/site-packages/oslo_config/cfg.py:3560}}[00m
2026-09-14 19:29:51.543 1714409 DEBUG nova.cmd.compute [-] cache.memcache_pool_flush_on_reconnect = False [00;33m{{(pid=1714409) log_opt_values /opt/stack/data/venv/lib/python3.12/site-packages/oslo_config/cfg.py:3560}}[00m
2026-09-14 19:29:51.543 1714409 DEBUG nova.cmd.compute [-] cache.memcache_pool_maxsize    = 10 [00;33m{{(pid=1714409) log_opt_values /opt/stack/data/venv/lib/python3.12/site-packages/oslo_config/cfg.py:3560}}[00m
2026-09-14 19:29:51.544 1714409 DEBUG nova.cmd.compute [-] cache.memcache_pool_unused_timeout = 60 [00;33m{{(pid=1714409) log_opt_values /opt/stack/data/venv/lib/python3.12/site-packages/oslo_config/cfg.py:3560}}[00m
2026-09-14 19:29:51.544 1714409 DEBUG nova.cmd.compute [-] cache.memcache_sasl_enabled    = False [00;33m{{(pid=1714409) log_opt_values /opt/stack/data/venv/lib/python3.12/site-packages/oslo_config/cfg.py:3560}}[00m
2026-09-14 19:29:51.544 1714409 DEBUG nova.cmd.compute [-] cache.memcache_servers         = ['localhost:11211'] [00;33m{{(pid=1714409) log_opt_values /opt/stack/data/venv/lib/python3.12/site-packages/oslo_config/cfg.py:3560}}[00m
2026-09-14 19:29:51.544 1714409 DEBUG nova.cmd.compute [-] cache.password                 = **** [00;33m{{(pid=1714409) log_opt_values /opt/stack/data/venv/lib/python3.12/site-packages/oslo_config/cfg.py:3560}}[00m
